CMDLINE /Users/benfourcin/miniconda3/envs/ben-wk/bin/python memory_profile.py
MEM 69.148438 1645014218.2600
MEM 69.148438 1645014218.3623
MEM 69.148438 1645014218.4673
MEM 69.148438 1645014218.5688
MEM 69.148438 1645014218.6728
MEM 69.148438 1645014218.7766
MEM 69.148438 1645014218.8812
MEM 69.148438 1645014218.9854
MEM 69.148438 1645014219.0892
MEM 69.148438 1645014219.1906
MEM 69.148438 1645014219.2933
MEM 69.148438 1645014219.3974
MEM 69.148438 1645014219.5021
MEM 69.156250 1645014219.6029
MEM 69.156250 1645014219.7068
MEM 69.156250 1645014219.8113
MEM 69.156250 1645014219.9165
MEM 69.156250 1645014220.0195
MEM 69.156250 1645014220.1241
MEM 69.156250 1645014220.2267
MEM 69.156250 1645014220.3297
MEM 69.156250 1645014220.4340
MEM 69.156250 1645014220.5383
MEM 69.156250 1645014220.6434
MEM 69.156250 1645014220.7485
MEM 69.156250 1645014220.8498
MEM 69.156250 1645014220.9512
MEM 69.160156 1645014221.0562
MEM 69.160156 1645014221.1600
MEM 69.164062 1645014221.2648
MEM 69.164062 1645014221.3688
MEM 69.164062 1645014221.4730
MEM 69.164062 1645014221.5782
MEM 69.164062 1645014221.6827
MEM 69.164062 1645014221.7866
MEM 69.164062 1645014221.8892
MEM 69.164062 1645014221.9927
MEM 69.167969 1645014222.0954
MEM 69.167969 1645014222.2000
MEM 69.167969 1645014222.3016
MEM 69.167969 1645014222.4045
MEM 69.167969 1645014222.5087
MEM 69.167969 1645014222.6135
MEM 69.167969 1645014222.7177
MEM 69.167969 1645014222.8227
MEM 69.167969 1645014222.9277
MEM 69.167969 1645014223.0293
MEM 69.136719 1645014223.1335
MEM 69.128906 1645014223.2386
MEM 69.113281 1645014223.3434
MEM 69.113281 1645014223.4475
MEM 69.113281 1645014223.5509
MEM 69.105469 1645014223.6552
MEM 69.093750 1645014223.7595
MEM 69.093750 1645014223.8600
MEM 69.093750 1645014223.9642
MEM 69.093750 1645014224.0683
MEM 69.082031 1645014224.1729
MEM 69.082031 1645014224.2757
MEM 69.082031 1645014224.3808
MEM 69.082031 1645014224.4850
MEM 69.082031 1645014224.5899
MEM 69.078125 1645014224.6913
MEM 69.078125 1645014224.7946
MEM 69.078125 1645014224.8992
MEM 69.078125 1645014225.0027
MEM 69.089844 1645014225.1069
MEM 69.089844 1645014225.2097
MEM 69.089844 1645014225.3099
MEM 69.074219 1645014225.4113
MEM 69.074219 1645014225.5117
MEM 69.074219 1645014225.6140
MEM 69.074219 1645014225.7156
MEM 69.074219 1645014225.8166
MEM 69.074219 1645014225.9179
MEM 69.074219 1645014226.0193
MEM 69.078125 1645014226.1213
MEM 69.078125 1645014226.2261
MEM 69.078125 1645014226.3286
MEM 69.078125 1645014226.4311
MEM 69.078125 1645014226.5350
MEM 69.085938 1645014226.6398
MEM 69.085938 1645014226.7445
MEM 69.085938 1645014226.8456
MEM 69.085938 1645014226.9476
MEM 69.085938 1645014227.0503
MEM 69.093750 1645014227.1531
MEM 69.093750 1645014227.2537
MEM 69.093750 1645014227.3541
MEM 69.093750 1645014227.4557
MEM 69.093750 1645014227.5589
MEM 69.093750 1645014227.6613
MEM 69.093750 1645014227.7645
MEM 69.093750 1645014227.8689
MEM 69.093750 1645014227.9729
MEM 69.101562 1645014228.0779
MEM 69.101562 1645014228.1810
MEM 69.101562 1645014228.2812
MEM 69.101562 1645014228.3853
MEM 69.105469 1645014228.4894
MEM 69.105469 1645014228.5923
MEM 69.105469 1645014228.6938
MEM 69.105469 1645014228.7966
MEM 69.105469 1645014228.8975
MEM 69.105469 1645014229.0009
MEM 69.113281 1645014229.1038
MEM 69.113281 1645014229.2046
MEM 69.113281 1645014229.3089
MEM 69.113281 1645014229.4139
MEM 69.113281 1645014229.5154
MEM 69.113281 1645014229.6191
MEM 69.113281 1645014229.7229
MEM 69.113281 1645014229.8272
MEM 69.113281 1645014229.9316
MEM 69.113281 1645014230.0349
MEM 69.113281 1645014230.1359
MEM 69.113281 1645014230.2368
MEM 69.113281 1645014230.3394
MEM 69.113281 1645014230.4445
MEM 69.109375 1645014230.5474
MEM 69.109375 1645014230.6486
MEM 69.109375 1645014230.7514
MEM 69.109375 1645014230.8536
MEM 69.109375 1645014230.9578
MEM 69.109375 1645014231.0598
MEM 69.109375 1645014231.1618
MEM 69.109375 1645014231.2640
MEM 69.109375 1645014231.3656
MEM 69.109375 1645014231.4689
MEM 69.109375 1645014231.5729
MEM 69.109375 1645014231.6754
MEM 69.109375 1645014231.7773
MEM 69.109375 1645014231.8805
MEM 69.109375 1645014231.9822
MEM 69.109375 1645014232.0839
MEM 69.109375 1645014232.1881
MEM 69.109375 1645014232.2894
MEM 69.109375 1645014232.3944
MEM 69.113281 1645014232.4960
MEM 69.113281 1645014232.6005
MEM 69.113281 1645014232.7041
MEM 69.113281 1645014232.8075
MEM 69.113281 1645014232.9116
MEM 69.125000 1645014233.0149
MEM 69.128906 1645014233.1187
MEM 69.128906 1645014233.2197
MEM 69.128906 1645014233.3229
MEM 69.128906 1645014233.4232
MEM 69.128906 1645014233.5249
MEM 69.128906 1645014233.6251
MEM 69.128906 1645014233.7256
MEM 69.128906 1645014233.8296
MEM 69.128906 1645014233.9338
MEM 69.128906 1645014234.0385
MEM 69.132812 1645014234.1394
MEM 69.132812 1645014234.2422
MEM 69.132812 1645014234.3428
MEM 69.132812 1645014234.4480
MEM 69.132812 1645014234.5482
MEM 69.132812 1645014234.6516
MEM 69.132812 1645014234.7557
MEM 69.132812 1645014234.8597
MEM 69.132812 1645014234.9630
MEM 69.132812 1645014235.0676
MEM 69.132812 1645014235.1723
MEM 69.132812 1645014235.2766
MEM 69.132812 1645014235.3791
MEM 69.132812 1645014235.4796
MEM 69.132812 1645014235.5805
MEM 69.132812 1645014235.6840
MEM 69.132812 1645014235.7850
MEM 69.132812 1645014235.8894
MEM 69.132812 1645014235.9918
MEM 69.136719 1645014236.0921
MEM 69.136719 1645014236.1951
MEM 69.136719 1645014236.2976
MEM 69.136719 1645014236.4015
MEM 69.136719 1645014236.5044
MEM 69.136719 1645014236.6078
MEM 69.136719 1645014236.7088
MEM 69.136719 1645014236.8138
MEM 69.136719 1645014236.9184
MEM 69.136719 1645014237.0236
MEM 69.140625 1645014237.1265
MEM 69.140625 1645014237.2304
MEM 69.140625 1645014237.3334
MEM 69.140625 1645014237.4378
MEM 69.140625 1645014237.5416
MEM 69.140625 1645014237.6453
MEM 69.140625 1645014237.7487
MEM 69.140625 1645014237.8496
MEM 69.140625 1645014237.9531
MEM 69.140625 1645014238.0580
MEM 69.140625 1645014238.1595
MEM 69.140625 1645014238.2624
MEM 69.140625 1645014238.3627
MEM 69.140625 1645014238.4668
MEM 69.136719 1645014238.5698
MEM 69.136719 1645014238.6718
MEM 69.136719 1645014238.7757
MEM 69.136719 1645014238.8769
MEM 69.136719 1645014238.9794
MEM 69.128906 1645014239.0845
MEM 69.136719 1645014239.1895
MEM 69.136719 1645014239.2911
MEM 69.136719 1645014239.3913
MEM 69.140625 1645014239.4920
MEM 69.140625 1645014239.5967
MEM 69.140625 1645014239.7002
MEM 69.140625 1645014239.8031
MEM 69.140625 1645014239.9034
MEM 69.140625 1645014240.0039
MEM 69.148438 1645014240.1050
MEM 69.148438 1645014240.2080
MEM 69.148438 1645014240.3130
MEM 69.148438 1645014240.4169
MEM 69.156250 1645014240.5200
MEM 69.156250 1645014240.6206
MEM 69.156250 1645014240.7247
MEM 69.156250 1645014240.8259
MEM 69.156250 1645014240.9310
MEM 69.156250 1645014241.0344
MEM 69.160156 1645014241.1395
MEM 69.164062 1645014241.2413
MEM 69.164062 1645014241.3430
MEM 69.164062 1645014241.4476
MEM 69.164062 1645014241.5522
MEM 69.164062 1645014241.6571
MEM 69.164062 1645014241.7612
MEM 69.164062 1645014241.8664
MEM 69.164062 1645014241.9713
MEM 69.164062 1645014242.0736
MEM 69.164062 1645014242.1786
MEM 69.164062 1645014242.2803
MEM 69.164062 1645014242.3825
MEM 69.164062 1645014242.4865
MEM 69.164062 1645014242.5908
MEM 69.164062 1645014242.6924
MEM 69.164062 1645014242.7969
MEM 69.164062 1645014242.8984
MEM 69.164062 1645014242.9996
MEM 69.171875 1645014243.1026
MEM 69.171875 1645014243.2068
MEM 69.171875 1645014243.3071
MEM 69.171875 1645014243.4082
MEM 69.179688 1645014243.5093
MEM 69.179688 1645014243.6099
MEM 69.179688 1645014243.7150
MEM 69.179688 1645014243.8190
MEM 69.179688 1645014243.9194
MEM 69.179688 1645014244.0241
MEM 69.179688 1645014244.1257
MEM 69.179688 1645014244.2275
MEM 69.179688 1645014244.3310
MEM 69.179688 1645014244.4353
MEM 69.183594 1645014244.5395
MEM 69.183594 1645014244.6422
MEM 69.183594 1645014244.7468
MEM 69.183594 1645014244.8485
MEM 69.183594 1645014244.9518
MEM 69.183594 1645014245.0529
MEM 69.191406 1645014245.1575
MEM 69.191406 1645014245.2618
MEM 69.191406 1645014245.3650
MEM 69.187500 1645014245.4686
MEM 69.187500 1645014245.5731
MEM 69.085938 1645014245.6756
MEM 68.984375 1645014245.7792
MEM 68.921875 1645014245.9185
MEM 68.921875 1645014246.0216
MEM 68.953125 1645014246.1219
MEM 68.953125 1645014246.2242
MEM 68.957031 1645014246.3290
MEM 68.957031 1645014246.4330
MEM 68.960938 1645014246.5343
MEM 68.964844 1645014246.6378
MEM 68.964844 1645014246.7429
MEM 68.964844 1645014246.8437
MEM 68.828125 1645014246.9488
MEM 68.785156 1645014247.0536
MEM 68.648438 1645014247.1555
MEM 68.503906 1645014247.2591
MEM 68.082031 1645014247.3593
MEM 68.082031 1645014247.4645
MEM 68.085938 1645014247.5685
MEM 68.054688 1645014247.6731
MEM 68.046875 1645014247.7734
MEM 68.039062 1645014247.8775
MEM 68.039062 1645014247.9778
MEM 68.000000 1645014248.0829
MEM 68.031250 1645014248.1870
MEM 68.031250 1645014248.2907
MEM 68.031250 1645014248.3934
MEM 68.035156 1645014248.4937
MEM 68.046875 1645014248.5944
MEM 68.046875 1645014248.6991
MEM 68.046875 1645014248.8007
MEM 68.046875 1645014248.9031
MEM 68.054688 1645014249.0079
MEM 68.054688 1645014249.1083
MEM 68.101562 1645014249.2134
MEM 68.101562 1645014249.3153
MEM 68.101562 1645014249.4189
MEM 68.101562 1645014249.5233
MEM 68.125000 1645014249.6243
MEM 68.125000 1645014249.7250
MEM 68.125000 1645014249.8253
MEM 68.125000 1645014249.9278
MEM 68.125000 1645014250.0296
MEM 68.125000 1645014250.1319
MEM 68.179688 1645014250.2357
MEM 68.179688 1645014250.3397
MEM 68.179688 1645014250.4424
MEM 68.207031 1645014250.5468
MEM 68.207031 1645014250.6482
MEM 68.207031 1645014250.7532
MEM 68.207031 1645014250.8559
MEM 68.207031 1645014250.9576
MEM 68.207031 1645014251.0587
MEM 68.210938 1645014251.1590
MEM 68.214844 1645014251.2609
MEM 68.214844 1645014251.3627
MEM 68.222656 1645014251.4641
MEM 68.222656 1645014251.5648
MEM 68.246094 1645014251.6686
MEM 68.246094 1645014251.7732
MEM 68.246094 1645014251.8768
MEM 68.246094 1645014251.9815
MEM 68.246094 1645014252.0861
MEM 68.269531 1645014252.1897
MEM 68.269531 1645014252.2934
MEM 68.269531 1645014252.3962
MEM 68.269531 1645014252.4975
MEM 68.273438 1645014252.6005
MEM 68.273438 1645014252.7038
MEM 68.273438 1645014252.8067
MEM 68.273438 1645014252.9111
MEM 68.273438 1645014253.0161
MEM 68.398438 1645014253.1197
MEM 68.417969 1645014253.2236
MEM 68.417969 1645014253.3255
MEM 68.417969 1645014253.4286
MEM 68.417969 1645014253.5331
MEM 68.421875 1645014253.6364
MEM 68.421875 1645014253.7397
MEM 68.421875 1645014253.8442
MEM 68.421875 1645014253.9490
MEM 68.421875 1645014254.0535
MEM 68.437500 1645014254.1575
MEM 68.437500 1645014254.2578
MEM 68.437500 1645014254.3586
MEM 68.437500 1645014254.4617
MEM 68.437500 1645014254.5628
MEM 68.457031 1645014254.6681
MEM 68.457031 1645014254.7732
MEM 68.457031 1645014254.8783
MEM 68.457031 1645014254.9825
MEM 68.457031 1645014255.0861
MEM 68.476562 1645014255.1897
MEM 68.476562 1645014255.2945
MEM 68.476562 1645014255.3997
MEM 68.492188 1645014255.5038
MEM 68.496094 1645014255.6081
MEM 68.496094 1645014255.7133
MEM 68.496094 1645014255.8183
MEM 68.496094 1645014255.9234
MEM 68.496094 1645014256.0236
MEM 68.496094 1645014256.1268
MEM 68.515625 1645014256.2272
MEM 68.519531 1645014256.3291
MEM 68.519531 1645014256.4321
MEM 68.523438 1645014256.5352
MEM 68.531250 1645014256.6397
MEM 68.531250 1645014256.7399
MEM 68.531250 1645014256.8413
MEM 68.535156 1645014256.9452
MEM 68.535156 1645014257.0481
MEM 68.535156 1645014257.1509
MEM 68.546875 1645014257.2528
MEM 68.546875 1645014257.3534
MEM 68.546875 1645014257.4548
MEM 68.546875 1645014257.5568
MEM 68.550781 1645014257.6612
MEM 68.550781 1645014257.7628
MEM 68.550781 1645014257.8633
MEM 68.550781 1645014257.9683
MEM 68.550781 1645014258.0732
MEM 68.578125 1645014258.1776
MEM 68.578125 1645014258.2797
MEM 68.578125 1645014258.3840
MEM 68.578125 1645014258.4888
MEM 68.597656 1645014258.5915
MEM 68.597656 1645014258.6952
MEM 68.597656 1645014258.7991
MEM 68.597656 1645014258.9027
MEM 68.597656 1645014259.0057
MEM 68.597656 1645014259.1082
MEM 68.617188 1645014259.2118
MEM 68.617188 1645014259.3157
MEM 68.617188 1645014259.4198
MEM 68.625000 1645014259.5233
MEM 68.625000 1645014259.6243
MEM 68.625000 1645014259.7278
MEM 68.625000 1645014259.8321
MEM 68.625000 1645014259.9373
MEM 68.625000 1645014260.0413
MEM 68.625000 1645014260.1458
MEM 68.628906 1645014260.2483
MEM 68.628906 1645014260.3503
MEM 68.628906 1645014260.4534
MEM 68.628906 1645014260.5585
MEM 68.628906 1645014260.6612
MEM 68.628906 1645014260.7633
MEM 68.628906 1645014260.8685
MEM 68.628906 1645014260.9733
MEM 68.628906 1645014261.0784
MEM 68.796875 1645014261.1802
MEM 68.804688 1645014261.2835
MEM 68.804688 1645014261.3853
MEM 68.804688 1645014261.4898
MEM 68.808594 1645014261.5920
MEM 68.808594 1645014261.6933
MEM 68.808594 1645014261.7972
MEM 68.808594 1645014261.9002
MEM 68.808594 1645014262.0054
MEM 68.808594 1645014262.1094
MEM 68.820312 1645014262.2131
MEM 68.820312 1645014262.3157
MEM 68.820312 1645014262.4158
MEM 68.820312 1645014262.5178
MEM 68.820312 1645014262.6184
MEM 68.820312 1645014262.7233
MEM 68.820312 1645014262.8274
MEM 68.820312 1645014262.9309
MEM 68.820312 1645014263.0319
MEM 68.820312 1645014263.1369
MEM 68.871094 1645014263.2415
MEM 68.871094 1645014263.3454
MEM 68.871094 1645014263.4480
MEM 68.871094 1645014263.5486
MEM 68.871094 1645014263.6512
MEM 68.871094 1645014263.7517
MEM 68.871094 1645014263.8552
MEM 68.871094 1645014263.9584
MEM 68.871094 1645014264.0621
MEM 68.871094 1645014264.1663
MEM 68.886719 1645014264.2688
MEM 68.886719 1645014264.3733
MEM 68.886719 1645014264.4756
MEM 68.886719 1645014264.5787
MEM 68.886719 1645014264.6795
MEM 68.886719 1645014264.7820
MEM 68.886719 1645014264.8822
MEM 68.886719 1645014264.9871
MEM 68.886719 1645014265.0920
MEM 68.902344 1645014265.1965
MEM 68.902344 1645014265.3000
MEM 68.902344 1645014265.4052
MEM 68.902344 1645014265.5089
MEM 68.902344 1645014265.6107
MEM 68.902344 1645014265.7122
MEM 68.902344 1645014265.8178
MEM 68.902344 1645014265.9227
MEM 68.902344 1645014266.0270
MEM 68.902344 1645014266.1300
MEM 68.906250 1645014266.2320
MEM 68.910156 1645014266.3359
MEM 68.910156 1645014266.4399
MEM 68.910156 1645014266.5413
MEM 68.910156 1645014266.6437
MEM 68.910156 1645014266.7476
MEM 68.910156 1645014266.8490
MEM 68.910156 1645014266.9496
MEM 68.910156 1645014267.0541
MEM 68.910156 1645014267.1564
MEM 68.910156 1645014267.2611
MEM 68.910156 1645014267.3626
MEM 68.914062 1645014267.4649
MEM 68.914062 1645014267.5700
MEM 68.914062 1645014267.6749
MEM 68.914062 1645014267.7786
MEM 68.914062 1645014267.8795
MEM 68.914062 1645014267.9823
MEM 68.914062 1645014268.0857
MEM 68.914062 1645014268.1898
MEM 68.929688 1645014268.2921
MEM 68.929688 1645014268.3965
MEM 68.929688 1645014268.5001
MEM 68.933594 1645014268.6009
MEM 68.933594 1645014268.7051
MEM 68.933594 1645014268.8067
MEM 68.933594 1645014268.9094
MEM 68.933594 1645014269.0141
MEM 68.933594 1645014269.1151
MEM 68.941406 1645014269.2158
MEM 68.941406 1645014269.3209
MEM 68.941406 1645014269.4234
MEM 68.949219 1645014269.5245
MEM 68.953125 1645014269.6297
MEM 68.953125 1645014269.7320
MEM 68.953125 1645014269.8336
MEM 68.953125 1645014269.9384
MEM 68.953125 1645014270.0426
MEM 68.953125 1645014270.1459
MEM 68.957031 1645014270.2483
MEM 68.957031 1645014270.3486
MEM 68.957031 1645014270.4521
MEM 68.957031 1645014270.5571
MEM 68.972656 1645014270.6621
MEM 68.972656 1645014270.7652
MEM 68.972656 1645014270.8687
MEM 68.972656 1645014270.9734
MEM 68.972656 1645014271.0770
MEM 68.972656 1645014271.1812
MEM 68.976562 1645014271.2856
MEM 68.976562 1645014271.3899
MEM 68.984375 1645014271.4940
MEM 68.984375 1645014271.5959
MEM 68.984375 1645014271.6962
MEM 68.984375 1645014271.7975
MEM 68.984375 1645014271.8982
MEM 68.984375 1645014271.9993
MEM 68.984375 1645014272.1017
MEM 68.984375 1645014272.2051
MEM 68.988281 1645014272.3076
MEM 68.988281 1645014272.4120
MEM 68.988281 1645014272.5146
MEM 68.988281 1645014272.6198
MEM 68.988281 1645014272.7240
MEM 68.988281 1645014272.8292
MEM 68.988281 1645014272.9305
MEM 68.988281 1645014273.0318
MEM 68.988281 1645014273.1363
MEM 68.988281 1645014273.2411
MEM 68.988281 1645014273.3452
MEM 68.988281 1645014273.4484
MEM 68.988281 1645014273.5526
MEM 68.988281 1645014273.6559
MEM 68.988281 1645014273.7591
MEM 68.988281 1645014273.8605
MEM 68.988281 1645014273.9653
MEM 68.988281 1645014274.0686
MEM 68.988281 1645014274.1718
MEM 68.988281 1645014274.2744
MEM 68.988281 1645014274.3751
MEM 68.988281 1645014274.4772
MEM 68.988281 1645014274.5794
MEM 68.988281 1645014274.6829
MEM 68.988281 1645014274.7874
MEM 68.988281 1645014274.8890
MEM 68.988281 1645014274.9915
MEM 68.988281 1645014275.0957
MEM 68.988281 1645014275.1963
MEM 68.992188 1645014275.2979
MEM 68.992188 1645014275.3990
MEM 68.992188 1645014275.5031
MEM 68.992188 1645014275.6083
MEM 68.992188 1645014275.7096
MEM 68.992188 1645014275.8105
MEM 68.992188 1645014275.9134
MEM 68.992188 1645014276.0157
MEM 68.992188 1645014276.1169
MEM 68.992188 1645014276.2204
MEM 68.992188 1645014276.3235
MEM 68.992188 1645014276.4285
MEM 68.992188 1645014276.5306
MEM 68.992188 1645014276.6357
MEM 68.992188 1645014276.7385
MEM 68.992188 1645014276.8436
MEM 68.992188 1645014276.9438
MEM 68.992188 1645014277.0467
MEM 68.992188 1645014277.1517
MEM 69.003906 1645014277.2528
MEM 69.003906 1645014277.3533
MEM 69.003906 1645014277.4584
MEM 69.003906 1645014277.5592
MEM 69.000000 1645014277.6627
MEM 68.992188 1645014277.7647
MEM 68.988281 1645014277.8689
MEM 68.988281 1645014277.9735
MEM 68.988281 1645014278.0784
MEM 68.988281 1645014278.1806
MEM 68.960938 1645014278.2852
MEM 68.960938 1645014278.3899
MEM 68.960938 1645014278.4942
MEM 68.960938 1645014278.5956
MEM 68.960938 1645014278.6959
MEM 68.960938 1645014278.8003
MEM 68.960938 1645014278.9038
MEM 68.960938 1645014279.0079
MEM 68.960938 1645014279.1093
MEM 68.960938 1645014279.2121
MEM 68.964844 1645014279.3165
MEM 68.964844 1645014279.4177
MEM 68.976562 1645014279.5200
MEM 68.976562 1645014279.6237
MEM 68.980469 1645014279.7267
MEM 68.980469 1645014279.8281
MEM 68.980469 1645014279.9310
MEM 68.980469 1645014280.0325
MEM 68.980469 1645014280.1372
MEM 68.980469 1645014280.2410
MEM 68.980469 1645014280.3432
MEM 68.980469 1645014280.4454
MEM 68.980469 1645014280.5456
MEM 68.980469 1645014280.6475
MEM 68.980469 1645014280.7502
MEM 68.980469 1645014280.8551
MEM 68.980469 1645014280.9585
MEM 68.980469 1645014281.0636
MEM 68.980469 1645014281.1661
MEM 68.988281 1645014281.2681
MEM 68.988281 1645014281.3705
MEM 68.988281 1645014281.4747
MEM 68.980469 1645014281.5782
MEM 68.984375 1645014281.6787
MEM 68.984375 1645014281.7814
MEM 68.984375 1645014281.8833
MEM 68.984375 1645014281.9875
MEM 68.984375 1645014282.0921
MEM 68.984375 1645014282.1964
MEM 68.988281 1645014282.2993
MEM 68.988281 1645014282.4024
MEM 68.988281 1645014282.5058
MEM 68.988281 1645014282.6090
MEM 68.988281 1645014282.7133
MEM 68.988281 1645014282.8140
MEM 68.988281 1645014282.9190
MEM 68.988281 1645014283.0235
MEM 68.988281 1645014283.1260
MEM 68.988281 1645014283.2303
MEM 69.003906 1645014283.3314
MEM 69.003906 1645014283.4358
MEM 68.992188 1645014283.5401
MEM 68.992188 1645014283.6453
MEM 68.992188 1645014283.7465
MEM 68.992188 1645014283.8507
MEM 68.992188 1645014283.9515
MEM 68.996094 1645014284.0544
MEM 68.996094 1645014284.1596
MEM 68.996094 1645014284.2608
MEM 68.996094 1645014284.3627
MEM 68.996094 1645014284.4679
MEM 68.996094 1645014284.5700
MEM 68.996094 1645014284.6735
MEM 68.996094 1645014284.7788
MEM 68.996094 1645014284.8790
MEM 68.996094 1645014284.9835
MEM 68.996094 1645014285.0888
MEM 68.996094 1645014285.1901
MEM 69.003906 1645014285.2937
MEM 69.003906 1645014285.3957
MEM 69.003906 1645014285.5008
MEM 69.007812 1645014285.6035
MEM 69.007812 1645014285.7077
MEM 69.007812 1645014285.8123
MEM 69.007812 1645014285.9134
MEM 69.007812 1645014286.0138
MEM 69.007812 1645014286.1143
MEM 69.007812 1645014286.2187
MEM 69.011719 1645014286.3237
MEM 69.011719 1645014286.4280
MEM 69.011719 1645014286.5303
MEM 69.011719 1645014286.6311
MEM 69.011719 1645014286.7354
MEM 69.011719 1645014286.8400
MEM 69.011719 1645014286.9452
MEM 69.011719 1645014287.0464
MEM 69.011719 1645014287.1508
MEM 69.015625 1645014287.2557
MEM 69.015625 1645014287.3569
MEM 69.015625 1645014287.4575
MEM 69.015625 1645014287.5613
MEM 69.015625 1645014287.6657
MEM 69.015625 1645014287.7696
MEM 69.015625 1645014287.8707
MEM 69.015625 1645014287.9736
MEM 69.015625 1645014288.0787
MEM 69.015625 1645014288.1804
MEM 69.019531 1645014288.2827
MEM 69.019531 1645014288.3863
MEM 69.019531 1645014288.4901
MEM 69.019531 1645014288.5923
MEM 69.019531 1645014288.6970
MEM 69.019531 1645014288.7979
MEM 69.019531 1645014288.9030
MEM 69.019531 1645014289.0071
MEM 69.019531 1645014289.1107
MEM 69.019531 1645014289.2149
MEM 69.035156 1645014289.3170
MEM 69.035156 1645014289.4203
MEM 69.035156 1645014289.5236
MEM 69.035156 1645014289.6252
MEM 69.035156 1645014289.7302
MEM 69.035156 1645014289.8307
MEM 69.035156 1645014289.9324
MEM 69.035156 1645014290.0339
MEM 69.035156 1645014290.1363
MEM 69.035156 1645014290.2401
MEM 69.039062 1645014290.3438
MEM 69.039062 1645014290.4452
MEM 69.039062 1645014290.5457
MEM 69.039062 1645014290.6466
MEM 69.039062 1645014290.7470
MEM 69.039062 1645014290.8502
MEM 69.039062 1645014290.9520
MEM 69.039062 1645014291.0561
MEM 69.039062 1645014291.1601
MEM 69.039062 1645014291.2646
MEM 69.042969 1645014291.3697
MEM 69.042969 1645014291.4736
MEM 69.042969 1645014291.5770
MEM 69.042969 1645014291.6774
MEM 69.042969 1645014291.7785
MEM 69.042969 1645014291.8801
MEM 69.042969 1645014291.9829
MEM 69.042969 1645014292.0880
MEM 69.042969 1645014292.1933
MEM 69.042969 1645014292.2979
MEM 69.042969 1645014292.4003
MEM 69.042969 1645014292.5048
MEM 69.042969 1645014292.6052
MEM 69.042969 1645014292.7059
MEM 69.042969 1645014292.8074
MEM 69.042969 1645014292.9113
MEM 69.042969 1645014293.0121
MEM 69.042969 1645014293.1172
MEM 69.042969 1645014293.2203
MEM 69.042969 1645014293.3249
MEM 69.054688 1645014293.4290
MEM 69.054688 1645014293.5325
MEM 69.054688 1645014293.6358
MEM 69.054688 1645014293.7402
MEM 69.054688 1645014293.8446
MEM 69.054688 1645014293.9455
MEM 69.054688 1645014294.0464
MEM 69.054688 1645014294.1476
MEM 69.054688 1645014294.2484
MEM 69.074219 1645014294.3504
MEM 69.074219 1645014294.4554
MEM 69.074219 1645014294.5570
MEM 69.078125 1645014294.6605
MEM 69.078125 1645014294.7618
MEM 69.078125 1645014294.8640
MEM 69.078125 1645014294.9691
MEM 69.078125 1645014295.0738
MEM 69.078125 1645014295.1780
MEM 69.093750 1645014295.2785
MEM 69.093750 1645014295.3835
MEM 69.093750 1645014295.4879
MEM 69.093750 1645014295.5902
MEM 69.093750 1645014295.6947
MEM 69.093750 1645014295.7996
MEM 69.093750 1645014295.9001
MEM 69.093750 1645014296.0043
MEM 69.093750 1645014296.1047
MEM 69.023438 1645014296.2061
MEM 69.027344 1645014296.3092
MEM 69.027344 1645014296.4125
MEM 69.027344 1645014296.5128
MEM 69.031250 1645014296.6172
MEM 69.031250 1645014296.7207
MEM 69.031250 1645014296.8229
MEM 69.031250 1645014296.9238
MEM 69.031250 1645014297.0288
MEM 69.031250 1645014297.1318
MEM 69.027344 1645014297.2326
MEM 69.031250 1645014297.3342
MEM 69.031250 1645014297.4389
MEM 69.031250 1645014297.5418
MEM 69.031250 1645014297.6463
MEM 69.027344 1645014297.7488
MEM 69.027344 1645014297.8505
MEM 69.027344 1645014297.9532
MEM 69.027344 1645014298.0536
MEM 69.027344 1645014298.1546
MEM 69.027344 1645014298.2585
MEM 69.042969 1645014298.3618
MEM 69.031250 1645014298.4624
MEM 68.992188 1645014298.5666
MEM 68.968750 1645014298.6689
MEM 68.953125 1645014298.7715
MEM 68.921875 1645014298.8756
MEM 68.906250 1645014298.9796
MEM 68.906250 1645014299.0814
MEM 68.863281 1645014299.1866
MEM 68.859375 1645014299.2907
MEM 68.875000 1645014299.3930
MEM 68.875000 1645014299.4967
MEM 68.875000 1645014299.5995
MEM 68.875000 1645014299.7071
MEM 68.875000 1645014299.8113
MEM 68.875000 1645014299.9116
MEM 68.875000 1645014300.0125
MEM 68.875000 1645014300.1138
MEM 68.875000 1645014300.2168
MEM 68.875000 1645014300.3191
MEM 68.875000 1645014300.4230
MEM 68.875000 1645014300.5243
MEM 68.882812 1645014300.6248
MEM 68.882812 1645014300.7300
MEM 68.882812 1645014300.8304
MEM 68.882812 1645014300.9310
MEM 68.882812 1645014301.0316
MEM 68.882812 1645014301.1378
MEM 68.882812 1645014301.2412
MEM 68.890625 1645014301.3417
MEM 68.890625 1645014301.4422
MEM 68.894531 1645014301.5426
MEM 68.914062 1645014301.6485
MEM 68.914062 1645014301.7504
MEM 68.898438 1645014301.8540
MEM 68.894531 1645014301.9583
MEM 68.890625 1645014302.0610
MEM 68.890625 1645014302.1659
MEM 68.890625 1645014302.2670
MEM 68.894531 1645014302.3717
MEM 68.894531 1645014302.4767
MEM 68.894531 1645014302.5800
MEM 68.878906 1645014302.6822
MEM 68.878906 1645014302.7839
